股票代码,股票简称,个股热度排名,个股热度排名排名,个股热度,涨跌幅:前复权_0,涨跌幅:前复权_1,涨跌幅:前复权_2,涨跌幅:前复权_3,开盘价:前复权_0,开盘价:前复权_1,开盘价:前复权_2,开盘价:前复权_3,最低价:前复权_0,最低价:前复权_1,最低价:前复权_2,最低价:前复权_3,最高价:前复权_0,最高价:前复权_1,最高价:前复权_2,最高价:前复权_3,n+4天涨跌幅日期,n+2天热度排名日期,查询条件
002049.SZ,紫光国微,80,80/5363,6200787.0,-1.01750711,7.07482993,2.69659749,-2.48831454,67.6,66.15,71.5,71.96,65.86,65.2,70.31,70.17,67.88,72.56,76.8,72.85,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
600619.SH,海立股份,88,88/5363,5830410.0,-3.37423313,4.65608466,10.01011122,-5.60661765,9.62,9.27,10.0,10.88,9.07,8.86,9.86,10.15,9.83,10.35,10.88,11.56,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
603259.SH,药明康德,97,97/5363,5528266.0,-1.59313725,4.23412204,0.2787734,0.87370929,49.3,47.8,50.52,50.21,48.16,47.78,49.62,49.9,49.54,51.47,50.92,51.44,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
002156.SZ,通富微电,100,100/5363,5404730.0,-0.14044944,7.45428973,2.7486911,1.01910828,21.7,21.4,23.26,23.37,21.3,21.4,22.95,23.07,21.9,23.45,24.26,24.07,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
601012.SH,隆基绿能,112,112/5363,4896673.5,-2.00878845,5.38116592,6.443769,4.96858938,15.95,15.55,16.58,17.3,15.59,15.45,16.58,16.91,16.1,16.54,18.0,18.78,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
000858.SZ,五粮液,113,113/5363,4838510.5,-2.61207201,3.66074665,0.00699301,1.69918188,142.5,137.01,143.99,142.8,137.89,136.36,141.1,142.21,142.92,145.56,145.5,146.45,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
002312.SZ,川发龙蟒,120,120/5363,4638010.0,-9.07372401,6.23700624,6.45792564,1.28676471,10.48,9.39,10.27,10.78,9.6,9.38,10.27,10.58,10.48,10.56,11.19,11.38,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
603106.SH,恒银科技,129,129/5363,4274963.5,-0.1150748,2.07373272,1.69300226,9.98890122,9.0,8.15,8.55,8.92,8.2,7.94,8.55,8.68,9.5,9.45,9.1,9.91,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
002340.SZ,格林美,133,133/5363,4080366.0,-1.07692308,8.39813375,0.43041607,0.85714286,6.57,6.43,7.18,6.97,6.43,6.42,6.92,6.87,6.63,7.07,7.19,7.1,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
002594.SZ,比亚迪,148,148/5363,3711456.5,-0.12767866,3.75924262,2.04795205,-0.55473976,292.51,289.45,303.0,305.0,289.12,288.08,300.9,303.0,297.85,306.2,308.6,310.12,20241022,20241018,20241017下跌 20241018上涨 20241018热度排名前50 20241021上涨 20241022涨幅 主板 非ST
002261.SZ,拓维信息,9,9/5364,26543974.0,-0.08960573,10.0,3.01671423,-8.11238623,21.86,22.3,26.98,24.3,20.86,22.18,24.53,23.0,23.56,24.53,26.98,25.58,20241023,20241021,20241018下跌 20241021上涨 20241021热度排名前50 20241022上涨 20241023涨幅 主板 非ST
000625.SZ,长安汽车,37,37/5364,10547831.0,-0.60331825,4.55235205,0.07256894,-2.2480058,13.3,13.17,13.77,13.8,13.11,13.11,13.55,13.45,13.35,13.95,14.18,13.8,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
600733.SH,北汽蓝谷,52,52/5364,8022845.5,-1.60213618,5.02035278,3.74677003,-4.48318804,7.49,7.33,7.85,8.0,7.32,7.31,7.6,7.66,7.49,7.8,8.37,8.02,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
000810.SZ,创维数字,69,69/5364,6946235.5,-0.168492,10.04219409,2.45398773,-7.70958084,11.7,11.76,13.8,12.72,11.6,11.64,13.08,12.02,12.06,13.04,14.34,12.94,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
002457.SZ,青龙管业,71,71/5364,6842489.0,-8.0,5.86956522,1.91649555,-4.43250504,14.33,13.8,14.48,14.59,13.6,13.79,14.25,14.16,14.75,14.98,15.6,15.23,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
000750.SZ,国海证券,73,73/5364,6518435.0,-3.09050773,4.32801822,1.74672489,10.08583691,4.35,4.37,4.55,4.65,4.29,4.35,4.45,4.61,4.49,4.65,5.03,5.13,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
601127.SH,赛力斯,82,82/5364,5887606.0,-0.48447479,1.15069706,9.99781229,-3.05290374,89.96,89.55,92.44,103.57,89.38,89.5,90.78,96.1,92.5,92.8,100.56,103.57,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
600811.SH,东方集团,108,108/5364,4937958.5,-2.4691358,10.12658228,9.77011494,9.94764398,1.61,1.57,1.91,2.1,1.55,1.55,1.91,2.1,1.62,1.74,1.91,2.1,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
002717.SZ,岭南股份,133,133/5364,4149223.5,-1.08695652,9.89010989,4.0,10.09615385,1.85,1.82,2.2,2.03,1.78,1.79,2.03,1.98,1.88,2.0,2.2,2.29,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
000980.SZ,众泰汽车,134,134/5364,4128632.5,-1.08695652,9.89010989,10.0,-1.81818182,1.84,1.82,2.1,2.27,1.79,1.8,2.02,2.1,1.86,2.0,2.2,2.41,20241024,20241022,20241021下跌 20241022上涨 20241022热度排名前50 20241023上涨 20241024涨幅 主板 非ST
000595.SZ,宝塔实业,37,37/5365,11657018.5,-1.55728587,10.05649718,2.77207392,-0.1998002,8.9,8.86,10.01,9.7,8.71,8.7,9.51,9.46,9.15,9.74,10.65,10.3,20241025,20241023,20241022下跌 20241023上涨 20241023热度排名前50 20241024上涨 20241025涨幅 主板 非ST
000063.SZ,中兴通讯,85,85/5365,6051362.5,-5.14033428,1.99468085,2.8357236,-0.47543582,30.5,30.01,31.1,31.39,29.78,29.81,31.0,31.01,30.61,31.77,32.48,31.61,20241025,20241023,20241022下跌 20241023上涨 20241023热度排名前50 20241024上涨 20241025涨幅 主板 非ST
600198.SH,大唐电信,88,88/5365,5684636.5,-1.43487859,9.96640538,9.9796334,10.0,9.06,8.8,10.5,11.88,8.71,8.6,10.36,11.88,9.29,9.82,10.8,11.88,20241025,20241023,20241022下跌 20241023上涨 20241023热度排名前50 20241024上涨 20241025涨幅 主板 非ST
000158.SZ,常山北明,3,3/5365,70357983.0,-7.17163578,9.98263889,1.14443567,9.98829497,23.96,22.01,25.5,27.8,22.9,21.34,24.07,25.98,26.01,25.34,27.5,28.19,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
002693.SZ,双成药业,5,5/5365,40890748.5,-9.9871959,9.99288762,9.99030068,9.99412111,28.12,25.31,32.98,36.29,28.12,25.31,32.2,32.0,28.88,30.93,34.02,37.42,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
600171.SH,上海贝岭,6,6/5365,37840162.0,-5.0415661,9.99717594,8.88318357,9.99764207,38.03,35.13,40.5,40.6,34.58,35.12,38.95,40.6,39.87,38.95,42.81,46.65,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
002456.SZ,欧菲光,7,7/5365,31543483.0,-7.0201643,1.68674699,3.87045814,0.76045627,12.82,12.0,12.71,13.16,12.19,11.9,12.36,12.72,13.27,12.78,13.6,13.46,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
600460.SH,士兰微,19,19/5365,16676565.0,-3.81211709,1.48619958,0.27894003,-1.28650904,29.24,27.7,28.68,28.76,27.8,27.7,28.1,27.91,29.24,29.73,29.64,28.76,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
600611.SH,大众交通,42,42/5365,9675265.0,-5.99547511,0.24067389,2.88115246,10.03500583,8.6,8.36,8.39,8.64,8.24,8.22,8.35,8.42,8.7,8.53,8.75,9.43,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
000062.SZ,深圳华强,52,52/5365,8429902.0,-9.08530952,0.74525745,3.7995965,4.34078393,30.5,28.5,31.3,30.0,29.22,28.2,30.8,30.0,30.89,30.44,32.36,33.79,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
603106.SH,恒银科技,53,53/5365,8257128.0,-0.60544904,10.05076142,9.96309963,9.98322148,10.5,10.26,10.41,13.1,9.5,9.68,10.08,11.92,10.9,10.84,11.92,13.11,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
000016.SZ,深康佳A,70,70/5365,6775342.0,-4.56730769,10.07556675,10.06864989,9.97920998,4.57,3.63,4.81,5.29,3.89,3.63,4.81,5.29,4.58,4.37,4.81,5.29,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
002542.SZ,中化岩土,90,90/5365,5266706.0,-5.15873016,10.041841,9.88593156,10.03460208,2.77,2.32,2.68,3.17,2.39,2.32,2.65,3.03,2.77,2.63,2.89,3.18,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
002654.SZ,万润科技,97,97/5365,4994048.0,-0.62222222,10.01788909,10.0,9.97782705,11.13,11.17,13.53,14.88,11.11,11.02,13.53,14.88,11.51,12.3,13.53,14.88,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
600105.SH,永鼎股份,105,105/5365,4586512.0,-0.63829787,10.06423983,0.77821012,7.91505792,4.73,4.69,5.5,5.1,4.63,4.69,5.05,5.1,4.95,5.14,5.5,5.7,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
600881.SH,亚泰集团,122,122/5365,4039297.5,-0.60240964,10.3030303,4.3956044,10.0,1.75,1.62,1.85,1.91,1.62,1.58,1.75,1.8,1.78,1.82,1.95,2.09,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
600745.SH,闻泰科技,123,123/5365,4036931.5,-0.70319367,3.00973739,3.60928101,10.00829417,34.0,33.6,34.91,36.98,33.62,33.55,34.68,36.78,34.47,36.16,36.87,39.79,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
002728.SZ,特一药业,136,136/5365,3804509.5,-0.47675805,10.05988024,1.41458107,2.46781116,8.4,8.38,9.73,9.05,8.25,8.38,9.31,8.98,8.56,9.19,9.78,9.59,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
002562.SZ,兄弟科技,150,150/5365,3487587.0,-1.44927536,10.04901961,10.02227171,5.66801619,4.12,4.2,4.5,5.18,4.03,4.2,4.36,4.86,4.14,4.49,4.94,5.43,20241028,20241024,20241023下跌 20241024上涨 20241024热度排名前50 20241025上涨 20241028涨幅 主板 非ST
601727.SH,上海电气,19,19/5365,14446872.0,-3.48837209,9.9827883,10.01564945,9.95732575,6.1,5.74,6.78,7.73,5.73,5.58,6.69,7.4,6.16,6.39,7.03,7.73,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002625.SZ,光启技术,23,23/5365,14142698.5,-6.02557796,1.57026956,9.73975779,-4.015027,39.86,38.8,38.97,40.94,36.68,37.76,38.97,40.5,39.86,41.88,42.69,43.3,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002085.SZ,万丰奥威,27,27/5365,12462191.5,-4.80225989,4.74777448,1.58640227,-4.62911322,17.44,16.85,18.0,17.5,16.58,16.85,17.65,17.1,17.8,18.0,18.75,17.82,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000676.SZ,智度股份,28,28/5365,12449149.5,-8.53556485,0.27447392,2.82846715,5.59006211,12.0,10.56,10.85,11.04,10.76,10.22,10.84,10.76,12.0,11.47,11.89,12.4,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002459.SZ,晶澳科技,39,39/5365,9742827.0,-7.92303339,10.01843884,1.67597765,-5.0,17.07,16.26,17.9,18.34,16.13,16.26,17.25,17.28,17.1,17.9,18.57,19.13,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002685.SZ,华东重机,41,41/5365,9457124.5,-6.88259109,10.0,10.01317523,3.83233533,8.15,7.2,8.02,9.19,6.67,6.99,7.85,8.67,8.15,7.59,8.35,9.19,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000099.SZ,中信海直,47,47/5365,8773566.0,-3.01435407,8.73211643,5.08166969,-5.4835924,20.91,20.54,22.23,22.22,19.88,20.54,21.6,21.88,20.97,22.15,23.98,22.73,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
603259.SH,药明康德,50,50/5365,8438979.0,-2.62186832,5.70402872,0.83018868,0.09356287,51.49,49.88,52.97,55.95,49.91,49.8,52.2,53.42,51.86,53.16,53.66,56.15,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002129.SZ,TCL中环,52,52/5365,8295425.5,-3.32434861,10.03717472,7.09459459,-4.7318612,11.34,10.84,12.33,12.68,10.74,10.84,12.2,12.06,11.4,11.84,12.91,13.5,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000021.SZ,深科技,53,53/5365,8020386.5,-1.54021677,10.02317497,10.00526593,-1.48396362,17.26,17.95,20.0,21.0,17.0,17.72,19.8,20.19,17.5,18.99,20.89,22.08,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002466.SZ,天齐锂业,57,57/5365,7924507.5,-3.79606539,6.25,0.43372188,-3.07692308,35.5,35.47,36.67,37.35,34.31,35.41,35.85,35.86,35.6,37.7,37.21,37.92,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000831.SZ,中国稀土,76,76/5365,5885929.0,-1.35665834,7.23850887,1.95747553,-1.25786164,27.59,27.61,29.08,29.85,27.5,27.45,29.0,29.03,28.68,30.39,31.08,30.8,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002457.SZ,青龙管业,80,80/5365,5767500.0,-4.43250504,2.2487702,3.71134021,-5.30152419,14.59,14.26,14.6,14.91,14.16,13.7,14.6,14.25,15.23,14.92,15.5,15.29,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000066.SZ,中国长城,82,82/5365,5539522.0,-2.67011197,0.79646018,4.74100088,9.97485331,11.82,11.31,11.22,11.91,11.24,11.27,11.15,11.61,11.99,11.9,12.25,13.12,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002079.SZ,苏州固锝,86,86/5365,5409680.0,-3.36206897,8.83140054,4.50819672,-4.47058824,11.49,11.51,12.39,12.48,11.08,11.51,11.8,12.18,11.55,12.33,12.79,12.68,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
600622.SH,光大嘉宝,89,89/5365,5352333.0,-2.96495957,7.22222222,10.10362694,1.64705882,3.55,3.53,3.86,4.58,3.38,3.53,3.8,4.32,3.75,3.95,4.25,4.68,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000625.SZ,长安汽车,91,91/5365,5266375.0,-2.2480058,0.89020772,0.73529412,-2.18978102,13.8,13.49,13.6,13.55,13.45,13.48,13.46,13.37,13.8,13.72,13.7,13.7,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
600733.SH,北汽蓝谷,98,98/5365,5141223.5,-4.48318804,0.1303781,3.90625,0.62656642,8.0,7.65,7.67,8.04,7.66,7.64,7.57,7.86,8.02,7.88,8.08,8.4,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002366.SZ,融发核电,99,99/5365,5037244.0,-7.86749482,10.11235955,4.48979592,-0.9765625,4.6,4.45,4.96,5.3,4.41,4.44,4.78,5.01,4.73,4.9,5.28,5.39,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000536.SZ,华映科技,104,104/5365,4859125.0,-2.82485876,9.88372093,10.05291005,10.09615385,3.45,3.46,3.99,4.58,3.4,3.46,3.9,4.28,3.54,3.78,4.16,4.58,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
600678.SH,四川金顶,108,108/5365,4775784.5,-6.06435644,6.58761528,6.92212608,-5.20231214,7.9,7.58,8.15,8.59,7.55,7.55,7.82,8.19,7.96,8.18,8.67,8.64,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002709.SZ,天赐材料,109,109/5365,4711092.0,-3.84180791,9.98824912,0.16025641,-3.62666667,17.45,17.02,18.81,18.8,16.95,17.02,18.15,18.05,17.6,18.72,18.94,19.08,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002185.SZ,华天科技,125,125/5365,4210435.5,-0.46816479,2.16368768,8.10313076,9.96592845,10.58,10.75,10.9,12.2,10.5,10.63,10.77,12.01,10.74,10.87,11.91,12.91,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
600895.SH,张江高科,126,126/5365,4191369.5,-0.90600227,0.45714286,0.75843762,1.35491155,26.16,26.58,26.37,26.61,26.08,26.1,26.28,26.32,26.85,26.99,26.79,27.85,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000980.SZ,众泰汽车,127,127/5365,4188941.5,-1.81818182,0.92592593,6.88073394,-4.72103004,2.27,2.16,2.14,2.36,2.1,2.16,2.14,2.22,2.41,2.28,2.39,2.36,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
600111.SH,北方稀土,133,133/5365,3956027.5,-1.76643768,5.69430569,0.80340265,-1.87529301,20.26,20.0,20.97,21.36,19.98,19.96,20.87,20.84,20.51,21.63,21.6,21.47,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002460.SZ,赣锋锂业,141,141/5365,3798623.5,-3.55957768,6.0369096,1.0619469,-2.77291302,32.88,32.02,33.9,34.48,31.82,32.02,33.33,33.25,33.0,34.49,34.3,35.1,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
000821.SZ,京山轻机,146,146/5365,3675431.5,-3.35195531,9.99174236,9.98498498,0.68259386,12.4,12.05,14.12,15.43,12.05,12.03,13.88,14.52,12.4,13.32,14.65,16.12,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002199.SZ,东晶电子,150,150/5365,3627588.0,-3.75782881,9.97830803,4.63510848,-4.99528746,9.05,9.08,10.14,10.3,8.89,9.08,10.0,10.02,9.5,10.14,11.15,10.6,20241029,20241025,20241024下跌 20241025上涨 20241025热度排名前50 20241028上涨 20241029涨幅 主板 非ST
002261.SZ,拓维信息,13,13/5366,19727758.5,-2.93172691,2.68928424,0.20145044,6.95617209,24.5,24.28,24.51,24.3,23.88,23.77,24.1,23.89,25.41,25.5,26.6,27.28,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
601127.SH,赛力斯,28,28/5366,13077088.0,-1.13857832,6.31873833,6.56777593,0.23809524,99.3,96.38,102.47,106.91,95.5,95.8,100.07,106.18,99.82,103.0,112.57,110.28,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
000595.SZ,宝塔实业,31,31/5366,12192048.0,-0.1998002,10.01001001,5.45950864,-6.7299396,9.7,9.81,11.3,11.09,9.46,9.66,10.61,10.68,10.3,10.99,12.09,11.85,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
002628.SZ,成都路桥,35,35/5366,11663013.5,-1.08892922,10.09174312,10.0,8.33333333,5.16,5.31,6.34,6.5,5.16,5.01,6.0,5.99,5.75,6.0,6.6,7.25,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
600203.SH,福日电子,62,62/5366,7379970.0,-2.2289767,10.05181347,9.98116761,10.01712329,9.88,9.5,11.36,12.85,9.55,9.36,10.8,12.85,9.99,10.62,11.68,12.85,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
600418.SH,江淮汽车,87,87/5366,5758924.0,-1.79035518,1.5877683,0.26049204,7.47690531,34.6,33.94,34.61,34.7,33.26,33.4,34.01,34.43,34.8,35.1,35.49,37.64,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
002640.SZ,跨境通,114,114/5366,4828127.5,-1.6722408,9.86394558,0.92879257,-5.21472393,2.94,2.91,3.48,3.14,2.92,2.88,3.25,3.06,3.0,3.23,3.48,3.19,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
002570.SZ,贝因美,137,137/5366,4353617.5,-2.11267606,10.07194245,10.02178649,10.0990099,4.38,4.25,5.05,5.06,4.04,4.25,4.69,4.93,4.38,4.59,5.05,5.56,20241030,20241028,20241025下跌 20241028上涨 20241028热度排名前50 20241029上涨 20241030涨幅 主板 非ST
600460.SH,士兰微,23,23/5366,18029619.0,-1.28650904,3.59281437,0.40802448,5.21503556,28.76,28.26,28.9,29.54,27.91,27.94,28.7,28.76,28.76,31.2,30.39,31.76,20241031,20241029,20241028下跌 20241029上涨 20241029热度排名前50 20241030上涨 20241031涨幅 主板 非ST
603626.SH,科森科技,117,117/5366,5405874.5,-0.20964361,9.9789916,10.0286533,5.12152778,9.31,9.47,10.63,12.2,9.1,9.43,10.51,11.52,9.54,10.47,11.52,12.67,20241031,20241029,20241028下跌 20241029上涨 20241029热度排名前50 20241030上涨 20241031涨幅 主板 非ST
002797.SZ,第一创业,121,121/5366,5243454.5,-1.1299435,1.42857143,10.0,9.9871959,6.89,7.02,7.25,8.1,6.8,6.99,7.14,7.97,7.02,7.36,7.81,8.59,20241031,20241029,20241028下跌 20241029上涨 20241029热度排名前50 20241030上涨 20241031涨幅 主板 非ST
603005.SH,晶方科技,124,124/5366,5220880.0,-0.16006403,1.32264529,5.97310127,4.88988429,24.72,24.95,25.5,26.5,24.36,24.77,25.29,25.72,25.31,26.46,27.66,29.12,20241031,20241029,20241028下跌 20241029上涨 20241029热度排名前50 20241030上涨 20241031涨幅 主板 非ST
600171.SH,上海贝岭,4,4/5366,44513091.5,-2.89389068,7.01986755,5.87871287,-9.99415546,46.64,44.0,48.58,49.9,44.6,42.98,46.9,46.2,51.0,49.6,53.33,50.33,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
601162.SH,天风证券,8,8/5366,38489407.5,-0.85616438,0.51813472,9.96563574,-9.0625,5.98,5.61,5.7,6.39,5.7,5.53,5.65,5.76,6.19,5.97,6.4,6.5,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
603106.SH,恒银科技,13,13/5366,25998170.5,-9.99237223,10.0,3.92912173,-10.0074129,14.42,11.93,12.98,12.5,11.8,11.1,12.18,12.14,14.42,12.98,14.27,13.08,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
002272.SZ,川润股份,15,15/5366,24548451.5,-2.57879656,10.0,10.02673797,-10.02430134,15.36,13.3,15.65,16.6,12.69,13.3,14.8,14.81,15.36,14.96,16.46,17.75,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
000100.SZ,TCL科技,21,21/5366,20921295.0,-1.35135135,10.0456621,9.95850622,-2.0754717,4.45,4.35,5.01,5.83,4.37,4.32,4.86,5.06,4.46,4.82,5.3,5.83,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
000021.SZ,深科技,27,27/5366,17596371.0,-1.48396362,10.00971817,4.32862191,-9.9915326,21.0,20.52,22.95,23.14,20.19,20.15,22.08,21.26,22.08,22.64,24.9,23.6,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
002085.SZ,万丰奥威,31,31/5366,14730811.0,-4.62911322,10.0,9.99468368,10.00483325,17.5,16.84,20.69,22.76,17.1,16.69,20.3,20.85,17.82,18.81,20.69,22.76,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
000099.SZ,中信海直,49,49/5366,11173765.5,-5.4835924,10.0045683,9.55149502,-7.27824109,22.22,21.65,25.39,25.77,21.88,21.0,24.8,23.74,22.73,24.08,26.49,26.35,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
601012.SH,隆基绿能,50,50/5366,11171861.5,-4.18326693,0.05197505,2.54545455,-3.69807497,20.5,19.0,19.8,19.63,19.16,18.85,19.4,18.9,21.15,19.85,20.1,19.8,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
000725.SZ,京东方A,52,52/5366,10830889.0,-0.91954023,4.87238979,3.31858407,-4.49678801,4.37,4.31,4.61,4.7,4.3,4.29,4.44,4.44,4.38,4.62,4.75,4.73,20241101,20241030,20241029下跌 20241030上涨 20241030热度排名前50 20241031上涨 20241101涨幅 主板 非ST
